INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182008795,03301,Verbal Disputes,VERBAL DISPUTE,A15,900,,2018-02-02 17:39:00,2018,2,Friday,17,Part Three,BUNKER HILL ST,42.37771479,-71.05892710,"(42.37771479, -71.05892710)"
I182008794,02629,Harassment,HARASSMENT,C11,347,,2018-01-31 21:00:00,2018,1,Wednesday,21,Part Two,HECLA ST,42.30682138,-71.06030035,"(42.30682138, -71.06030035)"
I182008792,02629,Harassment,HARASSMENT,D14,792,,2018-02-01 23:08:00,2018,2,Thursday,23,Part Two,COMMONWEALTH AVE,42.34803673,-71.14024723,"(42.34803673, -71.14024723)"
I182008791,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D4,133,,2018-02-02 15:51:00,2018,2,Friday,15,Part Three,BERKELEY ST,42.35205262,-71.07344410,"(42.35205262, -71.07344410)"
I182008790,03201,Property Lost,PROPERTY - LOST,B2,329,,2018-02-02 16:00:00,2018,2,Friday,16,Part Three,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I182008788,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,462,,2018-01-01 20:00:00,2018,1,Monday,20,Part Three,BOWDOIN ST,42.29964872,-71.07279630,"(42.29964872, -71.07279630)"
I182008787,03115,Investigate Person,INVESTIGATE PERSON,E18,513,,2018-02-02 16:55:00,2018,2,Friday,16,Part Three,SPRING HILL RD,42.25215294,-71.11183303,"(42.25215294, -71.11183303)"
I182008786,02610,Other,TRESPASSING,B2,911,,2018-02-02 16:25:00,2018,2,Friday,16,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I182008785,03807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,B2,268,,2018-02-02 17:14:00,2018,2,Friday,17,Part Three,DEARBORN ST,42.32909775,-71.07906694,"(42.32909775, -71.07906694)"
I182008784,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,D4,594,,2018-02-01 21:05:00,2018,2,Thursday,21,Part Two,SAINT BOTOLPH ST,42.34147510,-71.08495034,"(42.34147510, -71.08495034)"
I182008783,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,38,,2018-02-02 15:56:00,2018,2,Friday,15,Part Two,FIRST AVE,42.37502720,-71.05423542,"(42.37502720, -71.05423542)"
I182008780,03115,Investigate Person,INVESTIGATE PERSON,A1,65,,2018-01-30 23:00:00,2018,1,Tuesday,23,Part Three,BLOSSOM ST,42.36169720,-71.06685878,"(42.36169720, -71.06685878)"
I182008779,01402,Vandalism,VANDALISM,B2,326,,2018-01-08 12:00:00,2018,1,Monday,12,Part Two,PERTH ST,42.31310004,-71.07639747,"(42.31310004, -71.07639747)"
I182008779,02647,Other,THREATS TO DO BODILY HARM,B2,326,,2018-01-08 12:00:00,2018,1,Monday,12,Part Two,PERTH ST,42.31310004,-71.07639747,"(42.31310004, -71.07639747)"
I182008778,03114,Investigate Property,INVESTIGATE PROPERTY,A1,61,,2018-02-02 16:52:00,2018,2,Friday,16,Part Three,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
I182008776,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,492,,2018-02-02 15:30:00,2018,2,Friday,15,Other,HUNTINGTON AVE,42.26649191,-71.11658735,"(42.26649191, -71.11658735)"
I182008773,02905,Violations,VAL - OPERATING WITHOUT LICENSE,, ,,2018-02-02 15:36:00,2018,2,Friday,15,Part Two,,42.31233149,-71.10171493,"(42.31233149, -71.10171493)"
I182008771,03115,Investigate Person,INVESTIGATE PERSON,B3,428,,2018-02-02 15:47:00,2018,2,Friday,15,Part Three,WOOLSON ST,42.28152196,-71.09008408,"(42.28152196, -71.09008408)"
I182008770,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,186,,2018-02-02 11:10:00,2018,2,Friday,11,Part Three,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182008769,03201,Property Lost,PROPERTY - LOST,B3,429,,2018-01-29 10:00:00,2018,1,Monday,10,Part Three,MORTON ST,42.28331676,-71.08906431,"(42.28331676, -71.08906431)"
I182008768,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,470,,2018-02-02 15:34:00,2018,2,Friday,15,Part Two,WABASH ST,42.27982696,-71.09922539,"(42.27982696, -71.09922539)"
I182008766,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,, ,,2018-02-02 15:39:00,2018,2,Friday,15,Part Three,,42.32692846,-71.06695626,"(42.32692846, -71.06695626)"
I182008763,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A15,900,,2018-02-02 15:20:00,2018,2,Friday,15,Part One,POLK ST,42.37912706,-71.06122663,"(42.37912706, -71.06122663)"
I182008762,03301,Verbal Disputes,VERBAL DISPUTE,B3,455,,2018-02-02 14:30:00,2018,2,Friday,14,Part Three,VASSAR ST,42.30040780,-71.07647974,"(42.30040780, -71.07647974)"
I182008761,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C6,214,,2018-01-29 00:00:00,2018,1,Monday,0,Part Two,SILVER ST,42.33694485,-71.04895757,"(42.33694485, -71.04895757)"
I182008759,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,, ,,2018-02-02 15:02:00,2018,2,Friday,15,Part Two,PRINCETON,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182008758,01402,Vandalism,VANDALISM,B3,463,,2018-02-01 09:00:00,2018,2,Thursday,9,Part Two,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)"
I182008757,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,289,,2018-02-02 14:57:00,2018,2,Friday,14,Part Three,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182008756,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,C11,351,,2018-02-02 14:40:00,2018,2,Friday,14,Part Three,DORCHESTER AVE,42.29977582,-71.06029763,"(42.29977582, -71.06029763)"
I182008755,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,627,,2018-02-01 16:00:00,2018,2,Thursday,16,Part One,VAN NESS ST,42.34494992,-71.09991574,"(42.34494992, -71.09991574)"
I182008754,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,111,,2018-02-02 14:35:00,2018,2,Friday,14,Part One,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)"
I182008752,03001,Medical Assistance,DEATH INVESTIGATION,C11,462,,2018-02-02 14:09:00,2018,2,Friday,14,Part Three,BOWDOIN AVE,42.30090969,-71.07425843,"(42.30090969, -71.07425843)"
I182008751,03115,Investigate Person,INVESTIGATE PERSON,B2,612,,2018-02-02 14:56:00,2018,2,Friday,14,Part Three,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
I182008750,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,574,,2018-02-02 14:54:00,2018,2,Friday,14,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I182008747,03301,Verbal Disputes,VERBAL DISPUTE,, ,,2018-02-02 13:38:00,2018,2,Friday,13,Part Three,NEPONSET VALLEY,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182008746,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E13,575,,2018-02-02 13:45:00,2018,2,Friday,13,Part Three,GERMANIA ST,42.31386289,-71.10172854,"(42.31386289, -71.10172854)"
I182008745,03201,Property Lost,PROPERTY - LOST,C11,356,,2018-02-01 15:05:00,2018,2,Thursday,15,Part Three,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I182008744,01402,Vandalism,VANDALISM,E5,702,,2018-02-01 19:00:00,2018,2,Thursday,19,Part Two,ORIOLE ST,42.28075045,-71.14971220,"(42.28075045, -71.14971220)"
I182008743,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,, ,,2018-02-02 14:10:00,2018,2,Friday,14,Part Three,NEWBURY,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182008742,00617,Larceny,LARCENY THEFT FROM BUILDING,E5,564,,2017-12-28 20:00:00,2017,12,Thursday,20,Part One,ARCHDALE RD,42.29314152,-71.12204364,"(42.29314152, -71.12204364)"
I182008741,03114,Investigate Property,INVESTIGATE PROPERTY,B3,476,,2018-02-02 13:58:00,2018,2,Friday,13,Part Three,REXFORD ST,42.26984836,-71.09532394,"(42.26984836, -71.09532394)"
I182008740,03201,Property Lost,PROPERTY - LOST,D4,143,,2017-12-30 22:00:00,2017,12,Saturday,22,Part Three,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182008738,03201,Property Lost,PROPERTY - LOST,B2,304,,2017-10-01 00:00:00,2017,10,Sunday,0,Part Three,WEAVER CT,42.32146105,-71.09681729,"(42.32146105, -71.09681729)"
I182008737,03125,Warrant Arrests,WARRANT ARREST,C11,351,,2018-02-02 13:43:00,2018,2,Friday,13,Part Three,ADAMS ST,42.29998898,-71.05881432,"(42.29998898, -71.05881432)"
I182008736,03115,Investigate Person,INVESTIGATE PERSON,C6,192,,2018-02-02 13:20:00,2018,2,Friday,13,Part Three,PREBLE ST,42.32923205,-71.05400959,"(42.32923205, -71.05400959)"
I182008735,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,2018-02-02 13:20:00,2018,2,Friday,13,Part Three,,42.36244024,-71.05855396,"(42.36244024, -71.05855396)"
I182008734,03115,Investigate Person,INVESTIGATE PERSON,E5,727,,2018-02-01 14:00:00,2018,2,Thursday,14,Part Three,GARDNER ST,42.27724055,-71.16780065,"(42.27724055, -71.16780065)"
I182008733,03115,Investigate Person,INVESTIGATE PERSON,E18,500,,2018-02-02 12:56:00,2018,2,Friday,12,Part Three,CANTERBURY ST,42.28138559,-71.11376588,"(42.28138559, -71.11376588)"
I182008732,03301,Verbal Disputes,VERBAL DISPUTE,B2,904,,2018-02-02 13:23:00,2018,2,Friday,13,Part Three,ZEIGLER ST,42.32924494,-71.08200715,"(42.32924494, -71.08200715)"
I182008731,03201,Property Lost,PROPERTY - LOST,A1,74,,2018-02-02 12:30:00,2018,2,Friday,12,Part Three,NEW CHARDON ST,42.36260750,-71.06132725,"(42.36260750, -71.06132725)"
I182008730,03115,Investigate Person,INVESTIGATE PERSON,A7,22,,2018-02-02 11:50:00,2018,2,Friday,11,Part Three,BENNINGTON ST,42.37546983,-71.03730221,"(42.37546983, -71.03730221)"
I182008729,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,254,,2018-02-01 21:30:00,2018,2,Thursday,21,Part Three,AUCKLAND ST,42.31201451,-71.05632278,"(42.31201451, -71.05632278)"
I182008727,03111,License Violation,LICENSE PREMISE VIOLATION,B3,431,,2018-02-02 13:42:00,2018,2,Friday,13,Part Three,BLUE HILL AVE,42.28863337,-71.08990388,"(42.28863337, -71.08990388)"
I182008726,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,108,,2018-02-02 13:39:00,2018,2,Friday,13,Part Two,FRANKLIN ST,42.35584319,-71.05527646,"(42.35584319, -71.05527646)"
I182008725,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,17,,2018-02-02 13:36:13,2018,2,Friday,13,Part Three,CHELSEA ST,42.37912370,-71.02808210,"(42.37912370, -71.02808210)"
I182008724,02401,Disorderly Conduct,AFFRAY,E18,533,,2018-02-02 12:41:00,2018,2,Friday,12,Part Two,WESTINGHOUSE PLZ,42.24422964,-71.13251945,"(42.24422964, -71.13251945)"
I182008723,03111,License Violation,LICENSE PREMISE VIOLATION,B3,428,,2018-02-02 13:29:00,2018,2,Friday,13,Part Three,BLUE HILL AVE,42.28282878,-71.09182490,"(42.28282878, -71.09182490)"
I182008722,02005,Offenses Against Child / Family,CHILD ENDANGERMENT,C11,340,,2018-02-02 13:25:00,2018,2,Friday,13,Part Two,ADAMS ST,42.30782060,-71.06336696,"(42.30782060, -71.06336696)"
I182008721,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,, ,,2018-02-02 12:48:00,2018,2,Friday,12,Part Three,,42.35801775,-71.06043628,"(42.35801775, -71.06043628)"
I182008720,03114,Investigate Property,INVESTIGATE PROPERTY,C11,338,,2018-02-02 13:22:00,2018,2,Friday,13,Part Three,BOWDOIN ST,42.31016764,-71.06291180,"(42.31016764, -71.06291180)"
I182008719,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,B3,431,,2018-02-02 13:01:00,2018,2,Friday,13,Part Three,ARBUTUS ST,42.28783269,-71.09016904,"(42.28783269, -71.09016904)"
I182008718,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,628,,2018-01-29 13:00:00,2018,1,Monday,13,Part One,PARK DR,42.34416701,-71.10359107,"(42.34416701, -71.10359107)"
I182008718,00801,Simple Assault,ASSAULT - SIMPLE,D4,628,,2018-01-29 13:00:00,2018,1,Monday,13,Part Two,PARK DR,42.34416701,-71.10359107,"(42.34416701, -71.10359107)"
I182008716,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,171,,2018-01-31 13:11:00,2018,1,Wednesday,13,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I182008715,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,, ,,2018-02-02 12:57:00,2018,2,Friday,12,Part Two,,42.32857420,-71.07927021,"(42.32857420, -71.07927021)"
I182008715,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,, ,,2018-02-02 12:57:00,2018,2,Friday,12,Part Two,,42.32857420,-71.07927021,"(42.32857420, -71.07927021)"
I182008714,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,, ,,2018-02-02 12:24:00,2018,2,Friday,12,Part Three,,42.35238871,-71.06260312,"(42.35238871, -71.06260312)"
I182008713,03115,Investigate Person,INVESTIGATE PERSON,B3,432,,2018-02-02 12:16:00,2018,2,Friday,12,Part Three,CALLENDER ST,42.28848287,-71.08259001,"(42.28848287, -71.08259001)"
I182008712,03115,Investigate Person,INVESTIGATE PERSON,A7,27,,2018-02-02 12:26:00,2018,2,Friday,12,Part Three,MONSIGNOR ALBERT A. JACOB,42.36856802,-71.04121708,"(42.36856802, -71.04121708)"
I182008711,02405,Disorderly Conduct,DISORDERLY CONDUCT,B3,435,,2018-02-01 14:05:00,2018,2,Thursday,14,Part Two,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I182008710,02612,Fire Related Reports,FIRE REPORT/ALARM - FALSE,B2,329,,2018-02-02 10:25:00,2018,2,Friday,10,Part Two,WASHINGTON ST,42.30649283,-71.08180677,"(42.30649283, -71.08180677)"
I182008709,02005,Offenses Against Child / Family,CHILD ENDANGERMENT,B3,451,,2018-02-02 07:00:00,2018,2,Friday,7,Part Two,WHEATLAND AVE,42.29350272,-71.07344862,"(42.29350272, -71.07344862)"
I182008707,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,2018-02-02 12:22:00,2018,2,Friday,12,Part Three,BABCOCK,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182008706,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,428,,2018-02-02 10:00:00,2018,2,Friday,10,Part Two,BLUE HILL AVE,42.28282878,-71.09182490,"(42.28282878, -71.09182490)"
I182008705,01402,Vandalism,VANDALISM,A7,14,,2018-01-29 22:30:00,2018,1,Monday,22,Part Two,BYRON ST,42.38439979,-71.01832187,"(42.38439979, -71.01832187)"
I182008704,01107,Fraud,FRAUD - IMPERSONATION,B2,588,,2018-02-02 12:33:00,2018,2,Friday,12,Part Two,GURNEY ST,42.33201285,-71.09598982,"(42.33201285, -71.09598982)"
I182008703,03114,Investigate Property,INVESTIGATE PROPERTY,D4,170,,2018-02-02 12:07:00,2018,2,Friday,12,Part Three,W SPRINGFIELD ST,42.33739824,-71.07682106,"(42.33739824, -71.07682106)"
I182008702,03410,Towed,TOWED MOTOR VEHICLE,D4,168,,2018-02-02 10:44:00,2018,2,Friday,10,Part Three,SHAWMUT AVE,42.33907342,-71.07539924,"(42.33907342, -71.07539924)"
I182008701,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,289,,2018-01-22 14:40:00,2018,1,Monday,14,Part Two,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182008700,02610,Other,TRESPASSING,B2,288,,2018-02-02 12:25:00,2018,2,Friday,12,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I182008699,00619,Larceny,LARCENY ALL OTHERS,E18,487,,2018-01-25 19:00:00,2018,1,Thursday,19,Part One,BLAKE ST,42.26448463,-71.10697097,"(42.26448463, -71.10697097)"
I182008698,02610,Other,TRESPASSING,B2,288,,2018-02-02 12:22:00,2018,2,Friday,12,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I182008694,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,287,,2018-02-02 12:21:00,2018,2,Friday,12,Part Two,WASHINGTON ST,42.33094752,-71.08285104,"(42.33094752, -71.08285104)"
I182008692,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,, ,,2018-02-02 10:34:00,2018,2,Friday,10,Part Two,ZEIGLER,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182008691,02610,Other,TRESPASSING,, ,,2018-02-02 12:18:00,2018,2,Friday,12,Part Two,WARREN,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182008690,01810,Drug Violation,DRUGS - SALE / MANUFACTURING,, ,,2018-02-02 11:24:00,2018,2,Friday,11,Part Two,,42.30234915,-71.11155914,"(42.30234915, -71.11155914)"
I182008690,01846,Drug Violation,DRUGS - POSS CLASS E,, ,,2018-02-02 11:24:00,2018,2,Friday,11,Part Two,,42.30234915,-71.11155914,"(42.30234915, -71.11155914)"
I182008689,00619,Larceny,LARCENY ALL OTHERS,, ,,2018-02-02 11:30:00,2018,2,Friday,11,Part One,WASHINGTON,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182008688,02610,Other,TRESPASSING,, ,,2018-02-02 11:25:00,2018,2,Friday,11,Part Two,WASHINGTON,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182008687,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,582,,2018-02-02 12:03:00,2018,2,Friday,12,Part One,WESTERLY ST,42.32311753,-71.10666220,"(42.32311753, -71.10666220)"
I182008687,01503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",E13,582,,2018-02-02 12:03:00,2018,2,Friday,12,Part Two,WESTERLY ST,42.32311753,-71.10666220,"(42.32311753, -71.10666220)"
I172037315,03125,Warrant Arrests,WARRANT ARREST,B2,612,,2017-05-12 12:31:00,2017,5,Friday,12,Part Three,LONGWOOD AVE,42.33857000,-71.10670681,"(42.33857000, -71.10670681)"
I172037315,00311,Robbery,ROBBERY - COMMERCIAL,B2,612,,2017-05-12 12:31:00,2017,5,Friday,12,Part One,LONGWOOD AVE,42.33857000,-71.10670681,"(42.33857000, -71.10670681)"
I172037315,00613,Larceny,LARCENY SHOPLIFTING,B2,612,,2017-05-12 12:31:00,2017,5,Friday,12,Part One,LONGWOOD AVE,42.33857000,-71.10670681,"(42.33857000, -71.10670681)"
I172037314,03115,Investigate Person,INVESTIGATE PERSON,E13,574,,2017-05-12 10:30:00,2017,5,Friday,10,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I172037313,00619,Larceny,LARCENY ALL OTHERS,D14,815,,2017-05-11 20:00:00,2017,5,Thursday,20,Part One,N HARVARD ST,42.36151417,-71.13019629,"(42.36151417, -71.13019629)"
I172037313,00724,Auto Theft,AUTO THEFT,D14,815,,2017-05-11 20:00:00,2017,5,Thursday,20,Part One,N HARVARD ST,42.36151417,-71.13019629,"(42.36151417, -71.13019629)"
I172037313,03207,Property Found,PROPERTY - FOUND,D14,815,,2017-05-11 20:00:00,2017,5,Thursday,20,Part Three,N HARVARD ST,42.36151417,-71.13019629,"(42.36151417, -71.13019629)"
I172037311,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,592,,2017-05-12 10:59:00,2017,5,Friday,10,Part Three,LONGWOOD AVE,42.34030433,-71.10991670,"(42.34030433, -71.10991670)"
I172037310,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,280,,2017-05-12 13:03:00,2017,5,Friday,13,Part One,WARREN ST,42.32978737,-71.08324801,"(42.32978737, -71.08324801)"
I172037309,03125,Warrant Arrests,WARRANT ARREST,B2,239,,2017-05-12 12:14:00,2017,5,Friday,12,Part Three,COLUMBIA RD,42.31705299,-71.06521384,"(42.31705299, -71.06521384)"
I172037302,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,578,,2017-05-12 09:00:00,2017,5,Friday,9,Part One,FORBES ST,42.32118290,-71.10682780,"(42.32118290, -71.10682780)"
I172037301,00801,Simple Assault,ASSAULT - SIMPLE,A1,102,,2016-04-11 11:30:00,2016,4,Monday,11,Part Two,WINTER ST,42.35554806,-71.06073140,"(42.35554806, -71.06073140)"
I172037300,03001,Medical Assistance,DEATH INVESTIGATION,D14,786,,2017-05-08 00:00:00,2017,5,Monday,0,Part Three,KILSYTH RD,42.34040563,-71.14548726,"(42.34040563, -71.14548726)"
I172037298,03201,Property Lost,PROPERTY - LOST,B2,265,,2017-05-12 11:03:00,2017,5,Friday,11,Part Three,BLUE HILL AVE,42.32257063,-71.07688775,"(42.32257063, -71.07688775)"
I172037297,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,771,,2017-05-12 11:59:00,2017,5,Friday,11,Part One,ACADEMY HILL RD,42.34774669,-71.15345452,"(42.34774669, -71.15345452)"
I172037296,03201,Property Lost,PROPERTY - LOST,E13,572,,2017-03-30 17:00:00,2017,3,Thursday,17,Part Three,TERRACE ST,42.32746198,-71.09852527,"(42.32746198, -71.09852527)"
I172037295,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,A1,111,,2017-05-12 10:50:00,2017,5,Friday,10,Part Three,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)"
I172037293,03301,Verbal Disputes,VERBAL DISPUTE,C6,915,,2017-05-12 12:15:00,2017,5,Friday,12,Part Three,E EIGHTH ST,42.33216821,-71.05003555,"(42.33216821, -71.05003555)"
I172037292,03115,Investigate Person,INVESTIGATE PERSON,D4,179,,2017-05-12 09:49:00,2017,5,Friday,9,Part Three,MASSACHUSETTS AVE,42.33311189,-71.07276370,"(42.33311189, -71.07276370)"
I172037290,03115,Investigate Person,INVESTIGATE PERSON,C11,332,,2017-05-12 12:13:00,2017,5,Friday,12,Part Three,WHITTEMORE TER,42.31388777,-71.06586565,"(42.31388777, -71.06586565)"
I172037289,01402,Vandalism,VANDALISM,D4,621,,2017-05-11 16:00:00,2017,5,Thursday,16,Part Two,COMMONWEALTH AVE,42.34883961,-71.09089641,"(42.34883961, -71.09089641)"
I172037288,03115,Investigate Person,INVESTIGATE PERSON,B3,476,,2017-05-12 11:27:00,2017,5,Friday,11,Part Three,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I172037287,03201,Property Lost,PROPERTY - LOST,B2,291,,2017-05-12 12:05:00,2017,5,Friday,12,Part Three,ROXBURY ST,42.33019207,-71.09355705,"(42.33019207, -71.09355705)"
I172037286,03410,Towed,TOWED MOTOR VEHICLE,A1,70,,2017-05-12 06:58:00,2017,5,Friday,6,Part Three,CHESTNUT ST,42.35763991,-71.06703205,"(42.35763991, -71.06703205)"
I172037285,01402,Vandalism,VANDALISM,B3,444,,2017-05-11 23:00:00,2017,5,Thursday,23,Part Two,GLENWAY ST,42.29693391,-71.08066576,"(42.29693391, -71.08066576)"
I172037284,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,A1,92,,2017-05-12 11:40:00,2017,5,Friday,11,Part Three,COURT ST,42.35884809,-71.05792834,"(42.35884809, -71.05792834)"
I172037283,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11, ,,2017-05-12 10:32:00,2017,5,Friday,10,Part Three,,,,"(0.00000000, 0.00000000)"
I172037282,02619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,A1,123,,2017-05-12 10:55:00,2017,5,Friday,10,Part Two,HARRISON AVE,42.34891347,-71.06221241,"(42.34891347, -71.06221241)"
I172037281,02629,Harassment,HARASSMENT,C6,222,,2017-05-12 11:43:00,2017,5,Friday,11,Part Two,E SECOND ST,42.33730678,-71.03646955,"(42.33730678, -71.03646955)"
I172037280,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,962,,2017-05-10 12:00:00,2017,5,Wednesday,12,Part Two,W DEDHAM ST,42.34186765,-71.07272215,"(42.34186765, -71.07272215)"
I172037278,03115,Investigate Person,INVESTIGATE PERSON,B2,300,,2017-04-10 11:39:00,2017,4,Monday,11,Part Three,THORNTON ST,42.32426166,-71.09036321,"(42.32426166, -71.09036321)"
I172037277,03207,Property Found,PROPERTY - FOUND,D4,130,,2017-05-12 09:30:00,2017,5,Friday,9,Part Three,SAINT JAMES AVE,42.34947586,-71.07640150,"(42.34947586, -71.07640150)"
I172037276,01805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B3,456,,2017-05-12 11:32:00,2017,5,Friday,11,Part Two,ELLINGTON ST,42.30154555,-71.08118184,"(42.30154555, -71.08118184)"
I172037275,00361,Robbery,ROBBERY - OTHER,A1,92,,2017-05-10 00:30:00,2017,5,Wednesday,0,Part One,CITY HALL PLZ,42.35972137,-71.05852360,"(42.35972137, -71.05852360)"
I172037274,03410,Towed,TOWED MOTOR VEHICLE,C6,236,,2017-05-12 11:32:00,2017,5,Friday,11,Part Three,ROSECLAIR ST,42.32123526,-71.05754905,"(42.32123526, -71.05754905)"
I172037273,02657,Other,VIOLATION - CITY ORDINANCE,B3,457,,2017-05-12 11:11:00,2017,5,Friday,11,Part Two,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I172037272,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B3,428,,2017-04-18 00:00:00,2017,4,Tuesday,0,Part Two,ASTORIA ST,42.28020477,-71.08691240,"(42.28020477, -71.08691240)"
I172037271,03125,Warrant Arrests,WARRANT ARREST,D4,172,,2017-05-12 10:45:00,2017,5,Friday,10,Part Three,ALBANY ST,42.33520569,-71.07110315,"(42.33520569, -71.07110315)"
I172037270,01402,Vandalism,VANDALISM,B3,457,,2017-05-12 11:19:00,2017,5,Friday,11,Part Two,BRADSHAW ST,42.29890415,-71.08187549,"(42.29890415, -71.08187549)"
